iter	Passed	Remaining
501	686	680
502	687	679
503	688	677
504	690	676
505	691	674
506	692	673
507	693	671
508	694	670
509	695	668
510	697	667
511	698	665
512	699	663
513	700	662
514	701	660
515	703	659
516	705	658
517	706	657
518	707	656
519	709	654
520	710	653
521	713	652
522	714	651
523	716	650
524	717	649
525	719	648
526	720	646
527	721	645
528	723	643
529	724	642
530	725	640
531	726	639
532	727	637
533	729	636
534	730	634
535	731	633
536	733	632
537	734	630
538	735	629
539	736	627
540	737	626
541	739	624
542	740	623
543	741	621
544	742	620
545	743	618
546	744	616
547	746	615
548	748	614
549	749	613
550	750	611
551	752	610
552	753	608
553	754	607
554	756	606
555	757	604
556	758	603
557	759	601
558	761	600
559	763	599
560	764	598
561	765	596
562	767	595
563	768	594
564	769	592
565	770	590
566	771	589
567	773	587
568	774	586
569	776	585
570	777	584
571	778	582
572	780	581
573	782	580
574	783	579
575	784	577
576	785	576
577	787	574
578	788	573
579	789	571
580	790	570
581	793	570
582	795	568
583	796	567
584	798	566
585	799	564
586	800	563
587	801	561
588	803	560
589	804	558
590	811	561
591	822	566
592	827	567
593	830	567
594	833	567
595	836	567
596	839	566
597	841	565
598	843	564
599	846	564
600	848	563
601	850	562
602	853	562
603	855	560
604	857	559
605	858	558
606	859	556
607	860	555
608	862	553
609	864	552
610	866	551
611	867	550
612	869	548
613	870	547
614	872	545
615	873	544
616	874	542
617	875	541
618	876	539
619	878	538
620	881	537
621	882	536
622	883	534
623	884	533
624	886	531
625	887	530
626	888	528
627	889	526
628	890	525
629	892	523
630	894	522
631	895	521
632	897	520
633	898	518
634	900	517
635	901	515
636	902	514
637	903	512
638	924	522
639	930	523
640	933	522
641	937	522
642	940	521
643	942	520
644	944	519
645	945	518
646	947	516
647	948	515
648	950	514
649	952	512
650	953	511
651	955	509
652	956	508
653	958	506
654	959	505
655	960	503
656	962	502
657	963	500
658	972	502
659	981	505
660	988	506
661	990	505
662	994	505
663	998	505
664	1000	503
665	1002	502
666	1004	501
667	1005	499
668	1007	498
669	1009	497
670	1012	496
671	1013	494
672	1015	493
673	1016	491
674	1017	490
675	1019	488
676	1020	486
677	1021	485
678	1022	483
679	1024	482
680	1026	480
681	1027	479
682	1029	477
683	1030	476
684	1031	474
685	1032	472
686	1033	471
687	1034	469
688	1036	467
689	1038	466
690	1039	464
691	1041	463
692	1042	461
693	1044	460
694	1045	458
695	1046	456
696	1047	455
697	1048	453
698	1049	452
699	1051	450
700	1053	449
701	1055	448
702	1056	446
703	1057	444
704	1059	443
705	1060	441
706	1061	440
707	1080	445
708	1085	445
709	1088	444
710	1091	443
711	1093	442
712	1096	441
713	1098	440
714	1101	438
715	1103	437
716	1104	435
717	1105	434
718	1107	432
719	1108	431
720	1110	429
721	1111	428
722	1114	426
723	1115	425
724	1117	423
725	1118	422
726	1119	420
727	1120	418
728	1121	416
729	1123	415
730	1125	414
731	1126	412
732	1128	411
733	1130	409
734	1131	407
735	1132	406
736	1133	404
737	1135	403
738	1136	401
739	1138	400
740	1140	398
741	1143	397
742	1144	395
743	1146	394
744	1147	392
745	1149	391
746	1150	389
747	1151	387
748	1153	386
749	1155	385
750	1156	383
751	1158	382
752	1159	380
753	1160	378
754	1161	377
755	1163	375
756	1164	373
757	1165	372
758	1180	374
759	1195	377
760	1202	377
761	1206	376
762	1209	375
763	1212	374
764	1215	373
765	1217	371
766	1219	370
767	1221	368
768	1222	367
769	1224	365
770	1225	364
771	1228	362
772	1230	361
773	1268	370
774	1276	370
775	1279	369
776	1282	368
777	1285	366
778	1287	365
779	1289	363
780	1290	362
781	1292	360
782	1294	358
783	1295	356
784	1296	355
785	1298	353
786	1299	351
787	1300	349
788	1302	348
789	1304	346
790	1305	344
791	1306	343
792	1308	341
793	1309	339
794	1311	338
795	1312	336
796	1313	334
797	1326	335
798	1338	336
799	1341	335
800	1345	334
801	1349	333
802	1352	331
803	1354	330
804	1356	328
805	1358	326
806	1359	325
807	1361	323
808	1365	322
809	1366	320
810	1368	318
811	1370	317
812	1371	315
813	1373	313
814	1374	311
815	1375	310
816	1383	309
817	1390	309
818	1394	308
819	1397	306
820	1400	305
821	1404	304
822	1423	306
823	1424	304
824	1427	302
825	1429	301
826	1430	299
827	1439	299
828	1453	299
829	1456	298
830	1458	296
831	1461	295
832	1463	293
833	1466	291
834	1467	290
835	1470	288
836	1471	286
837	1473	284
838	1476	283
839	1478	281
840	1480	279
841	1481	277
842	1482	276
843	1484	274
844	1486	272
845	1488	270
846	1495	270
847	1509	270
848	1513	269
849	1517	267
850	1520	266
851	1522	264
852	1525	262
853	1528	261
854	1529	259
855	1531	257
856	1535	256
857	1537	254
858	1538	252
859	1540	250
860	1541	248
861	1543	247
862	1544	245
863	1546	243
864	1554	242
865	1561	241
866	1565	240
867	1568	238
868	1571	236
869	1574	235
870	1577	233
871	1579	231
872	1581	230
873	1585	228
874	1588	226
875	1591	225
876	1594	223
877	1595	221
878	1597	219
879	1598	218
880	1618	218
881	1624	217
882	1629	215
883	1631	214
884	1632	212
885	1635	210
886	1638	208
887	1640	206
888	1641	204
889	1643	203
890	1644	201
891	1646	199
892	1647	197
893	1652	195
894	1665	195
895	1674	194
896	1678	192
897	1682	191
898	1685	189
899	1687	187
900	1690	185
901	1692	183
902	1694	182
903	1697	180
904	1700	178
905	1701	176
906	1703	174
907	1706	172
908	1709	171
909	1711	169
910	1714	167
911	1715	165
912	1717	163
913	1718	161
914	1720	159
915	1721	157
916	1723	156
917	1724	154
918	1726	152
919	1727	150
920	1728	148
921	1730	146
922	1731	144
923	1732	142
924	1734	140
925	1735	138
926	1741	137
927	1750	135
928	1754	134
929	1757	132
930	1760	130
931	1762	128
932	1765	126
933	1768	124
934	1770	123
935	1771	121
936	1773	119
937	1775	117
938	1777	115
939	1778	113
940	1780	111
941	1782	109
942	1784	107
943	1785	105
944	1787	104
945	1788	102
946	1789	100
947	1791	98
948	1792	96
949	1794	94
950	1795	92
951	1796	90
952	1798	88
953	1799	86
954	1801	84
955	1820	83
956	1822	81
957	1825	80
958	1827	78
959	1828	76
960	1830	74
961	1831	72
962	1833	70
963	1834	68
964	1835	66
965	1837	64
966	1838	62
967	1841	60
968	1842	58
969	1844	57
970	1846	55
971	1848	53
972	1849	51
973	1851	49
974	1852	47
975	1855	45
976	1857	43
977	1859	41
978	1861	39
979	1865	38
980	1870	36
981	1875	34
982	1880	32
983	1881	30
984	1883	28
985	1885	26
986	1887	24
987	1889	22
988	1891	21
989	1892	19
990	1894	17
991	1895	15
992	1896	13
993	1897	11
994	1899	9
995	1900	7
996	1903	5
997	1912	3
998	1923	1
999	1928	0
