iter	Logloss
374	0.1856468393
375	0.1852215025
376	0.1851590646
377	0.1849935683
378	0.1845958695
379	0.1841995039
380	0.1837159267
381	0.1836849538
382	0.1834534501
383	0.1830369734
384	0.1825799197
385	0.182205043
386	0.1819037628
387	0.1817102737
388	0.1815299439
389	0.1810898115
390	0.1806528072
391	0.1802680154
392	0.1800481401
393	0.1796935
394	0.1792325861
395	0.1787233857
396	0.1784189872
397	0.177912268
398	0.1775979894
399	0.1771300899
400	0.1766815851
401	0.1764464138
402	0.1760944764
403	0.1756638514
404	0.1754870475
405	0.1752370596
406	0.1748825206
407	0.1745190963
408	0.1741078336
409	0.1739394086
410	0.1736595232
411	0.1732871175
412	0.1731551122
413	0.1728263089
414	0.1725939339
415	0.1723708885
416	0.172273479
417	0.1718487243
418	0.1716584174
419	0.1713635707
420	0.1710082308
421	0.1706736189
422	0.1706079775
423	0.1703179947
424	0.1699847036
425	0.1697841059
426	0.1693543861
427	0.1691554454
428	0.1688583593
429	0.1685282391
430	0.1682617901
431	0.1679551056
432	0.167670054
433	0.1674406491
434	0.1671636902
435	0.1668855516
436	0.1664997407
437	0.1661837695
438	0.1660003102
439	0.1656210453
440	0.165368983
441	0.1650974555
442	0.1647813941
443	0.1645248173
444	0.1642681511
445	0.1639017608
446	0.1636902177
447	0.1634275496
448	0.1631273768
449	0.1629953042
450	0.1626447733
451	0.1624214743
452	0.1620134529
453	0.1617200995
454	0.1614639428
455	0.1610106102
456	0.1608120244
457	0.1605548073
458	0.1601737106
459	0.16002915
460	0.1599016904
461	0.1596129174
462	0.1593273047
463	0.159187802
464	0.1591593084
465	0.1587828123
466	0.158396006
467	0.1581728082
468	0.157996128
469	0.15791932
470	0.1577496333
471	0.157597708
472	0.1572362057
473	0.1570432201
474	0.1569312397
475	0.156546416
476	0.1564059848
477	0.1562853946
478	0.1560165514
479	0.1558064982
480	0.1556440671
481	0.1553156252
482	0.1550416856
483	0.15482951
484	0.1546109667
485	0.1541237673
486	0.1538290188
487	0.1536023282
488	0.1534218326
489	0.1532207773
490	0.1529030183
491	0.152597536
492	0.152341247
493	0.1521100904
494	0.1517286177
495	0.1515165364
496	0.1513787023
497	0.1512349231
498	0.1508797099
499	0.1507007139
500	0.1504803001
501	0.1501143531
502	0.1497839922
503	0.1495055374
504	0.1491670191
505	0.1487896514
506	0.148458523
507	0.1481802136
508	0.148066039
509	0.1478361753
510	0.1476267723
511	0.1473891175
512	0.1471292807
513	0.1467815604
514	0.1466112592
515	0.1463837349
516	0.14618839
517	0.1459505129
518	0.1457221621
519	0.1454662367
520	0.1451095888
521	0.144916032
522	0.144826563
523	0.1445533041
524	0.1443816281
525	0.1441337318
526	0.1439491172
527	0.1437859908
528	0.143546717
529	0.1432823597
530	0.1430383154
531	0.1428722196
532	0.1425369545
533	0.142200473
534	0.1420492306
535	0.1417328834
536	0.1415080716
537	0.141236104
538	0.1408494865
539	0.1406674866
540	0.140321926
541	0.1402473104
542	0.1401327232
543	0.1399069983
544	0.1397784685
545	0.1395004119
546	0.1393665538
547	0.1391921837
548	0.1390613096
549	0.1388513203
550	0.1386356241
551	0.1383386437
552	0.1380203447
553	0.1378560841
554	0.1375416957
555	0.1374137725
556	0.1373363034
557	0.1372099761
558	0.1370639891
559	0.1368233845
560	0.1365817785
561	0.1364853882
562	0.1363072125
563	0.1360991373
564	0.1359744497
565	0.1358710351
566	0.1355716934
567	0.1353129701
568	0.1351231867
569	0.1349070832
570	0.134521023
571	0.1343168599
572	0.1340424063
573	0.133771186
574	0.1336080817
575	0.1332985791
576	0.1330789403
577	0.132935468
578	0.1327665273
579	0.1325521533
580	0.1323305188
581	0.1320756975
582	0.1319480104
583	0.1317632541
584	0.1316312202
585	0.1314626466
586	0.1314157575
587	0.1312593094
588	0.1310644823
589	0.1308730329
590	0.1308012539
591	0.1306806502
592	0.1305976504
593	0.1305090652
594	0.1303392641
595	0.1301496311
596	0.1298269473
597	0.1296616601
598	0.1294584417
599	0.1292125923
600	0.1289785126
601	0.1287332416
602	0.1283609393
603	0.1282942855
604	0.1280477111
605	0.1279339335
606	0.1276684973
607	0.1275311554
608	0.1272951297
609	0.1270639148
610	0.1267917423
611	0.1264373455
612	0.1262390241
613	0.1261241571
614	0.1258112241
615	0.1255917256
616	0.1254184739
617	0.1252698063
618	0.1251551289
619	0.1250153562
620	0.1248429698
621	0.1246570845
622	0.1244874343
623	0.1242931807
624	0.1240534019
625	0.123960709
626	0.1237877822
627	0.1236360991
628	0.1234939542
629	0.1232605635
630	0.1230570067
631	0.1227668554
632	0.1225014226
633	0.1223413004
634	0.12219092
635	0.1221137415
636	0.1220891521
637	0.1218000203
638	0.1216399042
639	0.1215163056
640	0.1213302398
641	0.121057853
642	0.1209630395
643	0.1208209792
644	0.1207512497
645	0.1206495235
646	0.1205046621
647	0.1203794634
648	0.1203073651
649	0.1201724807
650	0.1198764584
651	0.1196563112
652	0.1194752312
653	0.1192758523
654	0.1192143366
655	0.1190753412
656	0.1188400311
657	0.1186427965
658	0.1184482702
659	0.1183038198
660	0.1180541361
661	0.1179892062
662	0.1178614059
663	0.1176710734
664	0.1175358732
665	0.1174031692
666	0.11731379
667	0.1171484689
668	0.1170773299
669	0.1169583568
670	0.116766974
671	0.1166746643
672	0.1165549432
673	0.116366996
674	0.1162786728
675	0.116160301
676	0.1159865356
677	0.1158487759
678	0.1156349242
679	0.1155906337
680	0.1154804888
681	0.1152696869
682	0.115184934
683	0.1150567802
684	0.1147117043
685	0.1145545914
686	0.1144936156
687	0.114323595
688	0.1142012697
689	0.114012675
690	0.1137623448
691	0.1136049792
692	0.1135148566
693	0.1133987825
694	0.1132684156
695	0.1130574599
696	0.1128723937
697	0.1127454994
698	0.1125615839
699	0.1122829546
700	0.1119383344
701	0.1117673026
702	0.1115420068
703	0.1113856207
704	0.1113117975
705	0.1110824538
706	0.1108446783
707	0.1107859273
708	0.1107139708
709	0.1105083682
710	0.1103576237
711	0.1101370031
712	0.1099282281
713	0.1098263399
714	0.1097314591
715	0.1095761749
716	0.1094378831
717	0.1093328398
718	0.1092794942
719	0.1090958735
720	0.1089801931
721	0.1087333998
722	0.1086030503
723	0.1084827768
724	0.1082923623
725	0.1080406848
726	0.1079099389
727	0.1077015415
728	0.107499716
729	0.1074020577
730	0.1071897997
731	0.1070723127
732	0.1069732111
733	0.1068730053
734	0.1067834088
735	0.1066349861
736	0.1064716288
737	0.1063163047
738	0.1060592812
739	0.1058803575
740	0.105661417
741	0.1055286194
742	0.1053734864
743	0.1052556512
744	0.1050026123
745	0.1049058851
746	0.104834989
747	0.1046177807
748	0.1044722122
749	0.104356049
750	0.1040949077
751	0.1039818514
752	0.1038465041
753	0.1037534208
754	0.1036764252
755	0.103597207
756	0.1034640544
757	0.1032058162
758	0.1030465248
759	0.1028910533
760	0.1027802353
761	0.1026399722
762	0.1025166842
763	0.1024353549
764	0.1022910688
765	0.1021595031
766	0.1020388438
767	0.1019524558
768	0.1018129726
769	0.1017656605
770	0.1016202642
771	0.1014974546
772	0.101387943
773	0.1010634959
774	0.1009046618
775	0.1008146441
776	0.1006395523
777	0.1005308606
778	0.1003193314
779	0.1002061442
780	0.1001191846
781	0.1000035779
782	0.09993559555
783	0.09971778099
784	0.09967046581
785	0.09955548714
786	0.09945195556
787	0.09942965703
788	0.09932729047
789	0.09919666868
790	0.09910434955
791	0.09896769208
792	0.09889776323
793	0.09871868455
794	0.09850781423
795	0.09840470834
796	0.09823424884
797	0.09816897103
798	0.09809118942
799	0.09804585153
800	0.09796076393
801	0.09777735385
802	0.09765133196
803	0.09751941353
804	0.09740478082
805	0.09728161394
806	0.09711478787
807	0.09695071903
808	0.096811633
809	0.09674485174
810	0.09662049275
811	0.09649586527
812	0.09641711268
813	0.09625054459
814	0.09609668413
815	0.09601351741
816	0.09589088903
817	0.09579885269
818	0.09570115071
819	0.09564223124
820	0.09551794446
821	0.09545554573
822	0.09532797073
823	0.09515154324
824	0.09505000852
825	0.09484603653
826	0.09473459126
827	0.09462669595
828	0.09449819586
829	0.09436893162
830	0.09426590847
831	0.0941149331
832	0.09390851075
833	0.09379314399
834	0.09374786175
835	0.09359355229
836	0.09348222209
837	0.09327030257
838	0.09313844356
839	0.09301431698
840	0.09295325475
841	0.09279182055
842	0.09266697496
843	0.09260942808
844	0.09249930878
845	0.09238909998
846	0.09226423709
847	0.09212809782
848	0.09197315508
849	0.09187703704
850	0.09176078805
851	0.09175900932
852	0.09162959992
853	0.09150679104
854	0.09140964487
855	0.09135491991
856	0.0912195681
857	0.0911685029
858	0.09104864304
859	0.09095037623
860	0.0908416205
861	0.09068442369
862	0.0906249815
863	0.09048864593
864	0.09036234576
865	0.09024905632
866	0.09006889536
867	0.09005118244
868	0.08996736439
869	0.08985616281
870	0.08976860979
871	0.08967773546
872	0.08958028995
873	0.08952561688
874	0.08941488838
875	0.08928727953
876	0.08910258335
877	0.08889422357
878	0.08878854472
879	0.08869637525
880	0.08858679747
881	0.08846967153
882	0.08836030434
883	0.08817584432
884	0.08816439271
885	0.0879138223
886	0.08778767781
887	0.08773563563
888	0.08761218218
889	0.08752561819
890	0.0873668788
891	0.0872197264
892	0.08717099048
893	0.08698391614
894	0.08692555548
895	0.0868291554
896	0.08671747172
897	0.08662825578
898	0.08655582016
899	0.08639210857
900	0.0862806964
901	0.08613192321
902	0.08594070098
903	0.08581055527
904	0.08573464339
905	0.08565650603
906	0.08551418969
907	0.08544223542
908	0.08533845489
909	0.08523221121
910	0.08515100073
911	0.0850612162
912	0.08495228298
913	0.08483450646
914	0.08469514591
915	0.08458133752
916	0.08454821313
917	0.08449678917
918	0.08439947002
919	0.08436145617
920	0.08421752656
921	0.08409018923
922	0.08399238421
923	0.08386724905
924	0.08382554686
925	0.08368091027
926	0.08359352121
927	0.08346350261
928	0.08333288683
929	0.08326372288
930	0.0831055032
931	0.08302903025
932	0.08293552504
933	0.08284678369
934	0.0827414809
935	0.08259771449
936	0.0825354
937	0.08246210847
938	0.08241477674
939	0.08239375154
940	0.08231871888
941	0.08216897471
942	0.0821063872
943	0.08203811751
944	0.08194334876
945	0.08184550764
946	0.08173606148
947	0.08156687002
948	0.08144905891
949	0.08131009321
950	0.08121448511
951	0.08110795036
952	0.08104269211
953	0.08095795725
954	0.08084730169
955	0.08077540683
956	0.08056535555
957	0.08046410889
958	0.08036128354
959	0.08029253475
960	0.08022743595
961	0.08013648716
962	0.08002001404
963	0.07992088005
964	0.07973113872
965	0.07958927967
966	0.07949902507
967	0.07940321991
968	0.07928472739
969	0.07919705629
970	0.07906052818
971	0.07887824928
972	0.07879749006
973	0.07872502661
974	0.07870267092
975	0.07864774514
976	0.07852904879
977	0.07839550656
978	0.07826421088
979	0.07816357567
980	0.07800180077
981	0.07789310822
982	0.07777913662
983	0.07777763391
984	0.07768990866
985	0.07760573562
986	0.07750413696
987	0.07731977697
988	0.07719795937
989	0.07703032178
990	0.07690449694
991	0.07679596534
992	0.076703128
993	0.07664713122
994	0.07656310936
995	0.07647478468
996	0.07642311629
997	0.07633773912
998	0.07621933384
999	0.07608134513
