iter	Logloss
219	0.2782265082
220	0.2776024246
221	0.2772221554
222	0.2765781901
223	0.2758110586
224	0.2749788705
225	0.2743086182
226	0.2735985524
227	0.2730687616
228	0.2720797848
229	0.2711238929
230	0.2707000277
231	0.2698817822
232	0.2689111248
233	0.2679920674
234	0.2673541472
235	0.2667876747
236	0.2660492981
237	0.2653796067
238	0.2646404385
239	0.2636577083
240	0.2628529889
241	0.2625715299
242	0.2617399089
243	0.2612502952
244	0.2605796978
245	0.2598602017
246	0.2592097593
247	0.258508312
248	0.2575921446
249	0.2571570792
250	0.2568402096
251	0.2564811972
252	0.2559285477
253	0.2549379734
254	0.2545560847
255	0.2539857088
256	0.2533959318
257	0.2524972296
258	0.2517423091
259	0.2512200254
260	0.2503622405
261	0.2497376139
262	0.2493890714
263	0.248953114
264	0.2480938975
265	0.2476942337
266	0.2472286139
267	0.2468286532
268	0.2460676219
269	0.2456512771
270	0.2449016433
271	0.2443571663
272	0.2438768165
273	0.2430246031
274	0.2426015731
275	0.2418848298
276	0.241192127
277	0.2406438774
278	0.2398724267
279	0.2392971856
280	0.2388090229
281	0.23809139
282	0.237499708
283	0.2369853478
284	0.2365638335
285	0.2360395799
286	0.235519988
287	0.2350937329
288	0.2345402723
289	0.2339781215
290	0.2334461723
291	0.2329434938
292	0.2324677893
293	0.2321112592
294	0.2316234874
295	0.2310627927
296	0.2304374797
297	0.2299264086
298	0.2294841041
299	0.2290813717
300	0.2286914599
301	0.2283771642
302	0.2280522482
303	0.2275833636
304	0.2272762867
305	0.2270327469
306	0.2266044904
307	0.2261845174
308	0.2256683581
309	0.2253348458
310	0.2250267973
311	0.2247154694
312	0.2243598302
313	0.2236665453
314	0.2232664538
315	0.2227841292
316	0.2226010779
317	0.2220635853
318	0.2220024837
319	0.2215870732
320	0.2211964577
321	0.2209088163
322	0.2204858684
323	0.2200934733
324	0.219414244
325	0.2192025407
326	0.2187010551
327	0.2183107907
328	0.2178797887
329	0.2174191462
330	0.2167398735
331	0.2162022321
332	0.2158877942
333	0.2153931156
334	0.2150085312
335	0.2148511701
336	0.2144302515
337	0.2139278141
338	0.2134253194
339	0.2129607976
340	0.2126737727
341	0.212260519
342	0.2117577254
343	0.2113750353
344	0.2110280329
345	0.2107542763
346	0.2105045661
347	0.2101686184
348	0.2099088562
349	0.2095005874
350	0.2090216463
351	0.2086579788
352	0.2081602563
353	0.2076829156
354	0.2072843846
355	0.2066723332
356	0.2063930851
357	0.2059688881
358	0.2056099729
359	0.2053523443
360	0.2047961416
361	0.2041999083
362	0.2039230369
363	0.2035416499
364	0.2029254661
365	0.2026437233
366	0.2024107329
367	0.2019303375
368	0.2014904937
369	0.2011575013
370	0.2007063364
371	0.200301559
372	0.2000329319
373	0.1997762113
374	0.1994823536
375	0.1989478309
376	0.1985593897
377	0.1981043099
378	0.197928275
379	0.1975750388
380	0.1973193603
381	0.1970862825
382	0.1968513527
383	0.196666451
384	0.1964865253
385	0.1962723284
386	0.1960482582
387	0.195732169
388	0.1951611326
389	0.1949556669
390	0.1946531116
391	0.1942090148
392	0.1939092328
393	0.1936183876
394	0.193263788
395	0.1927807655
396	0.1924230539
397	0.1919107447
398	0.191259555
399	0.1909175702
400	0.1905830995
401	0.1901290011
402	0.1898095365
403	0.1896406371
404	0.1892582807
405	0.1890448496
406	0.1885831507
407	0.1882970359
408	0.1881245759
409	0.1879517678
410	0.187833165
411	0.1874501532
412	0.186961454
413	0.1867682301
414	0.1863897401
415	0.1862009794
416	0.1859061657
417	0.1856642379
418	0.1853307349
419	0.1850708658
420	0.1845321337
421	0.1841582639
422	0.183899595
423	0.1837111945
424	0.1834838501
425	0.1831621831
426	0.1827608401
427	0.182471478
428	0.1822632949
429	0.1818868658
430	0.181570109
431	0.1813016352
432	0.1809758995
433	0.1806568464
434	0.1804947836
435	0.1802850864
436	0.1799556365
437	0.1795568869
438	0.1792811529
439	0.179022556
440	0.17874103
441	0.1782019539
442	0.1779482033
443	0.1776176082
444	0.1773728526
445	0.1770616211
446	0.1769496377
447	0.1765244388
448	0.1761550029
449	0.1761202749
450	0.1758541574
451	0.1754989069
452	0.1752846026
453	0.1750385935
454	0.1747184673
455	0.1745961691
456	0.1742763902
457	0.1739487047
458	0.1734164792
459	0.1731226801
460	0.1729549997
461	0.1727112309
462	0.1724354035
463	0.1720799701
464	0.172030932
465	0.171612106
466	0.1715138621
467	0.171237009
468	0.1710073892
469	0.1708720511
470	0.1706823982
471	0.1703428502
472	0.1700401705
473	0.1697000898
474	0.1693929179
475	0.1689884693
476	0.1686723715
477	0.1684561175
478	0.1680275219
479	0.167607347
480	0.1672353051
481	0.1668973989
482	0.1666407877
483	0.1664349333
484	0.1662833642
485	0.165988947
486	0.1656221884
487	0.1654041366
488	0.1651527444
489	0.1648746765
490	0.1646967124
491	0.1643580628
492	0.1640384478
493	0.1638317673
494	0.1633619186
495	0.1631225969
496	0.1628276396
497	0.1626659285
498	0.1625164787
499	0.1622397802
500	0.1619536819
501	0.1616853289
502	0.1614847486
503	0.161425149
504	0.1610925966
505	0.1607217347
506	0.160306731
507	0.160073589
508	0.1598469639
509	0.1598142297
510	0.1596216703
511	0.1593568223
512	0.1591267667
513	0.158771243
514	0.1585564075
515	0.1583329447
516	0.158038288
517	0.1578539563
518	0.1576230083
519	0.1572888099
520	0.1571138483
521	0.1567789274
522	0.1565607096
523	0.1562813294
524	0.1560599013
525	0.1558108479
526	0.155665778
527	0.1554104495
528	0.15515012
529	0.154870707
530	0.1546417534
531	0.1545337769
532	0.1541678957
533	0.1539811273
534	0.1536543723
535	0.153383805
536	0.1531212277
537	0.1528440218
538	0.1527011846
539	0.1524249826
540	0.1523221052
541	0.1520723026
542	0.1518680368
543	0.1515939447
544	0.1513407663
545	0.151194859
546	0.1510658992
547	0.1508852043
548	0.1505797073
549	0.1503587323
550	0.1501903905
551	0.1498996198
552	0.1497145048
553	0.1494609644
554	0.149293268
555	0.1489164744
556	0.1487746845
557	0.1485177125
558	0.148268795
559	0.1481617254
560	0.1478274668
561	0.1475896173
562	0.1474334735
563	0.1471964712
564	0.1469704004
565	0.1466422678
566	0.1464765101
567	0.1463465091
568	0.1462106672
569	0.1460182417
570	0.1457507412
571	0.1456335066
572	0.1453543442
573	0.1450548987
574	0.144875501
575	0.1446896097
576	0.1444989478
577	0.1443022761
578	0.1441345947
579	0.1439067705
580	0.143571123
581	0.1432800626
582	0.1431357963
583	0.1426800946
584	0.1424402984
585	0.1422520952
586	0.1420611115
587	0.1418047947
588	0.1416345416
589	0.1414052466
590	0.141098995
591	0.1408495522
592	0.1406217661
593	0.1404265123
594	0.140268208
595	0.140084419
596	0.1399775147
597	0.1399642293
598	0.139702197
599	0.1394816892
600	0.1393862438
601	0.1390974037
602	0.1390887868
603	0.1388423176
604	0.1385153126
605	0.1382696635
606	0.1381285211
607	0.1380715066
608	0.1378978438
609	0.1376867132
610	0.1375854042
611	0.137393863
612	0.1369980663
613	0.1369181611
614	0.1366211521
615	0.1364288566
616	0.13613591
617	0.1360142621
618	0.1358069843
619	0.1356698353
620	0.1354585679
621	0.1353036167
622	0.1351911323
623	0.1349866814
624	0.1348280746
625	0.13471164
626	0.1344845584
627	0.134268385
628	0.134153181
629	0.1339708153
630	0.1338749135
631	0.1337569758
632	0.1334510887
633	0.1333609439
634	0.1331488784
635	0.1330779212
636	0.1329346816
637	0.1327115223
638	0.1325823793
639	0.1324224559
640	0.1322316189
641	0.13204619
642	0.131970686
643	0.1316510709
644	0.1314917702
645	0.1311998889
646	0.131119438
647	0.1310590483
648	0.1308781265
649	0.1306779353
650	0.1303205654
651	0.1301699112
652	0.1299377542
653	0.1297881776
654	0.1296024594
655	0.1293680899
656	0.1292136631
657	0.1290831712
658	0.1288470878
659	0.1287161782
660	0.1285384688
661	0.1284294755
662	0.1281802427
663	0.1280434381
664	0.1278213338
665	0.1276415117
666	0.1274823477
667	0.1273419502
668	0.1272435313
669	0.1271045481
670	0.127002306
671	0.126891671
672	0.1266924738
673	0.1265657446
674	0.1264150476
675	0.1263013382
676	0.126183511
677	0.1260098181
678	0.1258539827
679	0.1257646999
680	0.1254899514
681	0.1252706349
682	0.1250888141
683	0.1249884626
684	0.1248438128
685	0.124789997
686	0.1246765722
687	0.124440999
688	0.1242340593
689	0.1240127551
690	0.1237474204
691	0.1234750877
692	0.1233584957
693	0.1232575209
694	0.1230424083
695	0.1227975942
696	0.1225742639
697	0.1224665753
698	0.1224410293
699	0.1223950573
700	0.1222730133
701	0.1221989743
702	0.1220003033
703	0.121868248
704	0.1218007974
705	0.1216556184
706	0.1214780841
707	0.1212577978
708	0.1211614847
709	0.1210155606
710	0.1208098608
711	0.1206951536
712	0.1205271065
713	0.1203369409
714	0.1202409978
715	0.1200387811
716	0.1198846248
717	0.1197363523
718	0.1194874423
719	0.1193927363
720	0.1192048858
721	0.1191794047
722	0.1191013936
723	0.1188642486
724	0.1187702874
725	0.118591003
726	0.1185007733
727	0.1182655035
728	0.1181431171
729	0.1179385936
730	0.1177339195
731	0.1175275839
732	0.1173656456
733	0.1171941984
734	0.1170424423
735	0.1169105422
736	0.1167448533
737	0.1165999637
738	0.1165177679
739	0.116299808
740	0.1162178297
741	0.11604255
742	0.1158358298
743	0.1156247295
744	0.1155263042
745	0.1153266145
746	0.1151425338
747	0.1150662839
748	0.1148650361
749	0.1146450526
750	0.1145220877
751	0.1144038193
752	0.1142910945
753	0.1141195398
754	0.1139898514
755	0.1138708032
756	0.1136741742
757	0.1136232228
758	0.1135491524
759	0.1134380843
760	0.1133704567
761	0.1131208959
762	0.1130542088
763	0.1129130795
764	0.1127909411
765	0.1125186337
766	0.1123354958
767	0.1121306902
768	0.1120104145
769	0.1118440784
770	0.111704307
771	0.1116627221
772	0.1114954169
773	0.1113880455
774	0.1112581509
775	0.1110569549
776	0.11097535
777	0.1107785061
778	0.1105342873
779	0.1104605998
780	0.110329768
781	0.1102085008
782	0.1100681317
783	0.1099731826
784	0.1098327315
785	0.1095579088
786	0.1094595976
787	0.1093594768
788	0.1092211472
789	0.1090887484
790	0.1089880642
791	0.1088475266
792	0.1087317338
793	0.1085972412
794	0.1085376232
795	0.1083281938
796	0.1082054791
797	0.1080229551
798	0.107958888
799	0.1077883741
800	0.1076906212
801	0.1075652225
802	0.1074369051
803	0.1072150185
804	0.1070999796
805	0.1068864816
806	0.1068130803
807	0.1066854541
808	0.1066014038
809	0.106468756
810	0.106358824
811	0.1061765089
812	0.1060468028
813	0.1059567605
814	0.1057877861
815	0.1056227012
816	0.1054792888
817	0.105294424
818	0.1052614364
819	0.1050859585
820	0.1049200991
821	0.1047242621
822	0.104598076
823	0.1045204618
824	0.1043702267
825	0.1042354854
826	0.1040518531
827	0.1039181447
828	0.1037621884
829	0.1036022503
830	0.1035309414
831	0.1033405308
832	0.1032325555
833	0.1030304929
834	0.1029464369
835	0.1028636066
836	0.102820331
837	0.1027784574
838	0.1026544837
839	0.1025652038
840	0.1024298725
841	0.1022829358
842	0.1022225396
843	0.1020810842
844	0.1019821686
845	0.1018326985
846	0.1016751432
847	0.1015892526
848	0.1014369038
849	0.1013220312
850	0.1011353737
851	0.1010261889
852	0.1008864456
853	0.100736821
854	0.1006831772
855	0.1006087883
856	0.1004125859
857	0.1002617292
858	0.1001702977
859	0.09996089335
860	0.09981847961
861	0.09968590592
862	0.09957386906
863	0.09938896218
864	0.09924898337
865	0.09913014313
866	0.09907646458
867	0.09899699951
868	0.09884524694
869	0.09879160411
870	0.09870691121
871	0.09856729406
872	0.09843849229
873	0.09830003219
874	0.09812501142
875	0.09802438336
876	0.09783188277
877	0.09776306792
878	0.09765117627
879	0.09748739468
880	0.0973413013
881	0.0971950006
882	0.09710878636
883	0.09696485053
884	0.09684607398
885	0.09666650856
886	0.09652483955
887	0.09643211244
888	0.09632659748
889	0.096217099
890	0.09614478792
891	0.09600118959
892	0.09590074702
893	0.09582490547
894	0.09575677332
895	0.0957124493
896	0.0956140702
897	0.09545476452
898	0.0952966153
899	0.09526520166
900	0.09513914292
901	0.09496097073
902	0.09475738687
903	0.09469352088
904	0.09452041739
905	0.09441396586
906	0.09436516834
907	0.0942505003
908	0.09412918015
909	0.09393208932
910	0.09375934766
911	0.09355911803
912	0.09349947113
913	0.09337629129
914	0.09324974144
915	0.09319006543
916	0.09310498216
917	0.09297879831
918	0.09284366066
919	0.09272375516
920	0.0926595144
921	0.09256804153
922	0.09244069081
923	0.0923572996
924	0.09225430907
925	0.09214648256
926	0.09208614105
927	0.09194770048
928	0.09176870581
929	0.09170516805
930	0.09150771954
931	0.09148480527
932	0.09138509872
933	0.09126989195
934	0.09111570633
935	0.09097725837
936	0.0909416687
937	0.09080298039
938	0.0907415021
939	0.09055841806
940	0.09051654833
941	0.09041433415
942	0.09028451884
943	0.09018310464
944	0.09017791986
945	0.09002140474
946	0.08981633208
947	0.08976404988
948	0.08973162928
949	0.08956562729
950	0.08949255277
951	0.0893978803
952	0.0892824442
953	0.08917795277
954	0.0891167535
955	0.08895109525
956	0.08889250938
957	0.08883408319
958	0.08880856375
959	0.08864742958
960	0.08855960972
961	0.08836165602
962	0.08818070571
963	0.08808538838
964	0.08801147804
965	0.08794093435
966	0.08785627491
967	0.08779137787
968	0.08769544716
969	0.08750665357
970	0.08743360646
971	0.08735084366
972	0.0871702209
973	0.08711906119
974	0.08702997988
975	0.08682061581
976	0.08677094214
977	0.08665648992
978	0.08653441105
979	0.08634673346
980	0.08628122326
981	0.08617149878
982	0.08613308561
983	0.08598520249
984	0.08587294823
985	0.08578297589
986	0.0857120198
987	0.08562434232
988	0.08562282791
989	0.08547368041
990	0.08538210643
991	0.08531429786
992	0.08510862245
993	0.08505606377
994	0.08498616937
995	0.08486663952
996	0.08477029841
997	0.08470746575
998	0.08466111942
999	0.08453555586
